Date,Open(Q.FTAS),High(Q.FTAS),Low(Q.FTAS),Last(Q.FTAS)
14/06/2006,2800.82,2814.25,2781.09,2797.98
13/06/2006,2857.27,2857.27,2777.45,2800.82
12/06/2006,2874.17,2879.41,2853.61,2857.27
09/06/2006,2825.24,2881.42,2825.24,2874.17
08/06/2006,2900.21,2900.21,2825.24,2825.24
07/06/2006,2883.14,2906.54,2870.47,2900.21
06/06/2006,2935.76,2935.76,2878.86,2883.14
05/06/2006,2940.83,2952.24,2926.81,2935.76
02/06/2006,2928.10,2955.33,2928.10,2941.02
01/06/2006,2916.85,2932.58,2896.50,2928.10
31/05/2006,2883.50,2925.39,2854.40,2916.85
30/05/2006,2954.92,2954.92,2879.81,2883.50
26/05/2006,2891.41,2954.92,2891.41,2954.92
25/05/2006,2846.51,2891.41,2834.85,2891.41
24/05/2006,2893.41,2893.41,2836.97,2846.51
23/05/2006,2811.69,2904.98,2811.69,2893.42
22/05/2006,2884.10,2884.10,2805.25,2811.69
19/05/2006,2887.59,2909.06,2878.76,2884.10
18/05/2006,2897.19,2915.31,2868.75,2887.59
17/05/2006,2981.41,2993.43,2897.19,2897.19
16/05/2006,2979.62,2996.62,2962.17,2981.41
15/05/2006,3024.24,3024.24,2944.22,2979.62
12/05/2006,3092.17,3092.17,3024.25,3024.25
11/05/2006,3111.23,3126.28,3092.17,3092.17
10/05/2006,3122.01,3123.11,3110.15,3111.22
09/05/2006,3105.59,3124.07,3099.37,3122.01
08/05/2006,3114.59,3133.09,3103.49,3105.59
05/05/2006,3084.39,3114.59,3084.06,3114.59
04/05/2006,3070.16,3087.17,3067.33,3084.39
03/05/2006,3101.72,3110.03,3070.15,3070.15
02/05/2006,3074.26,3105.01,3074.26,3101.72
28/04/2006,3092.01,3092.01,3074.26,3074.26
27/04/2006,3114.54,3114.54,3078.90,3092.01
26/04/2006,3106.03,3125.12,3106.03,3114.54
25/04/2006,3110.32,3124.22,3104.84,3106.03
24/04/2006,3124.67,3126.03,3110.32,3110.32
21/04/2006,3100.08,3126.01,3100.08,3124.67
20/04/2006,3102.69,3113.25,3096.97,3100.06
19/04/2006,3078.87,3106.56,3078.87,3102.69
18/04/2006,3072.31,3083.58,3072.31,3078.87
13/04/2006,3056.71,3073.53,3052.06,3072.31
12/04/2006,3065.60,3065.79,3046.20,3056.71
11/04/2006,3093.21,3104.11,3065.18,3065.60
10/04/2006,3078.24,3093.30,3077.32,3093.21
07/04/2006,3087.82,3100.21,3075.87,3078.24
06/04/2006,3085.93,3099.06,3083.92,3087.82
05/04/2006,3067.44,3086.63,3058.02,3085.93
04/04/2006,3074.95,3074.95,3058.02,3067.44
03/04/2006,3047.96,3078.52,3047.96,3074.95
31/03/2006,3069.42,3071.48,3047.52,3047.96
30/03/2006,3044.04,3078.27,3044.04,3069.42
29/03/2006,3033.75,3052.48,3030.55,3044.04
28/03/2006,3051.25,3065.05,3032.07,3033.75
27/03/2006,3081.68,3086.85,3051.01,3051.25
24/03/2006,3058.30,3081.70,3058.30,3081.68
23/03/2006,3065.79,3075.81,3051.77,3058.30
22/03/2006,3056.26,3067.72,3041.85,3065.79
21/03/2006,3057.80,3057.80,3041.71,3056.26
20/03/2006,3062.18,3080.66,3056.12,3057.80
17/03/2006,3057.87,3081.69,3057.87,3062.18
16/03/2006,3042.03,3057.87,3036.82,3057.87
15/03/2006,3032.12,3046.73,3032.12,3042.03
14/03/2006,3030.38,3042.35,3025.23,3032.12
13/03/2006,3003.88,3031.89,3003.88,3030.38
10/03/2006,2979.70,3003.88,2972.68,3003.88
09/03/2006,2958.18,2980.47,2958.18,2979.70
08/03/2006,2984.64,2984.64,2950.86,2958.18
07/03/2006,3006.29,3006.29,2973.06,2984.64
06/03/2006,2986.02,3018.43,2986.02,3006.29
03/03/2006,2976.41,2989.23,2963.34,2986.02
02/03/2006,2981.07,2997.60,2963.80,2976.41
01/03/2006,2956.12,2981.07,2952.20,2981.07
28/02/2006,2994.49,2994.73,2956.12,2956.12
27/02/2006,2986.44,3000.14,2986.44,2994.49
24/02/2006,2975.36,2987.43,2975.36,2986.44
23/02/2006,2990.97,2992.99,2972.85,2975.36
22/02/2006,2983.96,2992.82,2974.66,2990.97
21/02/2006,2986.10,2996.86,2983.43,2983.96
20/02/2006,2979.74,2987.85,2976.29,2986.10
17/02/2006,2967.49,2985.48,2964.70,2979.74
16/02/2006,2950.06,2967.49,2950.06,2967.49
15/02/2006,2949.85,2958.48,2944.04,2950.06
14/02/2006,2950.73,2965.68,2941.85,2949.85
13/02/2006,2937.97,2950.73,2936.14,2950.73
10/02/2006,2958.88,2958.88,2937.97,2937.97
09/02/2006,2917.38,2958.88,2917.38,2958.88
08/02/2006,2926.67,2926.67,2894.68,2917.38
07/02/2006,2939.70,2943.44,2921.35,2926.67
06/02/2006,2931.76,2946.22,2931.76,2939.70
03/02/2006,2926.45,2935.14,2918.16,2931.76
02/02/2006,2951.12,2956.01,2924.92,2926.45
01/02/2006,2928.56,2955.47,2921.16,2951.12
31/01/2006,2936.58,2941.46,2928.56,2928.56
30/01/2006,2941.08,2944.08,2933.76,2936.58
27/01/2006,2907.51,2941.08,2907.51,2941.08
26/01/2006,2898.37,2915.23,2898.37,2907.51
25/01/2006,2862.41,2898.37,2862.41,2898.37
24/01/2006,2872.90,2881.34,2860.90,2862.41
23/01/2006,2880.74,2880.74,2855.74,2872.90
20/01/2006,2888.41,2905.41,2878.75,2880.74
19/01/2006,2870.62,2894.22,2870.62,2888.41
18/01/2006,2887.63,2887.63,2856.14,2870.62
17/01/2006,2908.10,2908.10,2886.62,2887.63
16/01/2006,2894.42,2908.10,2893.36,2908.10
13/01/2006,2905.29,2905.29,2884.71,2894.42
12/01/2006,2902.96,2908.84,2901.01,2905.29
11/01/2006,2880.59,2902.96,2880.59,2902.96
10/01/2006,2901.13,2901.13,2878.88,2880.59
09/01/2006,2901.86,2910.16,2898.93,2901.13
06/01/2006,2883.81,2901.86,2883.81,2901.86
05/01/2006,2896.00,2899.02,2881.71,2883.81
04/01/2006,2878.65,2896.00,2878.65,2896.00
03/01/2006,2847.02,2878.65,2847.02,2878.65
30/12/2005,2856.43,2857.22,2836.92,2847.02
29/12/2005,2846.13,2857.97,2846.13,2856.43
28/12/2005,2835.12,2846.13,2833.52,2846.13
23/12/2005,2834.11,2838.76,2830.76,2835.12
22/12/2005,2827.11,2834.11,2826.09,2834.11
21/12/2005,2807.11,2827.13,2807.11,2827.11
20/12/2005,2803.53,2808.42,2797.12,2807.11
19/12/2005,2799.04,2806.22,2797.29,2803.53
16/12/2005,2781.12,2806.74,2781.12,2799.04
15/12/2005,2790.50,2794.76,2779.78,2781.12
14/12/2005,2785.83,2792.12,2784.03,2790.50
13/12/2005,2782.36,2794.12,2781.97,2785.83
12/12/2005,2788.28,2802.71,2780.04,2782.36
09/12/2005,2792.35,2792.35,2781.86,2788.28
08/12/2005,2794.08,2794.08,2776.64,2792.35
07/12/2005,2797.26,2813.18,2789.21,2794.08
06/12/2005,2784.79,2800.64,2783.07,2797.26
05/12/2005,2793.13,2794.60,2780.18,2784.79
02/12/2005,2770.84,2793.13,2770.84,2793.13
01/12/2005,2741.05,2773.91,2741.05,2770.82
30/11/2005,2770.58,2770.58,2741.05,2741.05
29/11/2005,2763.29,2777.16,2752.41,2770.58
28/11/2005,2782.88,2796.84,2762.91,2763.31
25/11/2005,2775.99,2786.14,2775.99,2782.87
24/11/2005,2785.30,2787.98,2771.28,2775.99
23/11/2005,2776.09,2785.30,2772.63,2785.30
22/11/2005,2767.00,2778.09,2767.00,2776.08
21/11/2005,2765.29,2771.74,2761.09,2767.00
18/11/2005,2745.11,2778.67,2745.11,2765.34
17/11/2005,2730.12,2753.56,2730.12,2745.10
16/11/2005,2735.85,2735.87,2712.50,2730.10
15/11/2005,2748.32,2748.32,2729.18,2735.86
14/11/2005,2744.18,2753.55,2741.44,2748.34
11/11/2005,2724.54,2745.49,2724.54,2744.18
10/11/2005,2730.40,2742.54,2724.54,2724.54
09/11/2005,2740.06,2743.09,2730.36,2730.39
08/11/2005,2740.18,2749.63,2735.89,2740.07
07/11/2005,2721.38,2745.56,2719.21,2740.17
04/11/2005,2725.07,2731.13,2718.76,2721.38
03/11/2005,2689.53,2725.07,2689.53,2725.07
02/11/2005,2678.91,2689.54,2668.95,2689.51
01/11/2005,2664.40,2680.80,2659.11,2678.92
31/10/2005,2610.32,2664.40,2610.32,2664.40
28/10/2005,2599.14,2615.31,2585.58,2610.28
27/10/2005,2623.02,2623.02,2594.34,2599.17
26/10/2005,2598.67,2624.21,2598.67,2623.01
25/10/2005,2610.11,2614.60,2598.66,2598.66
24/10/2005,2577.47,2610.75,2577.46,2610.09
21/10/2005,2588.86,2588.86,2572.79,2577.47
20/10/2005,2587.21,2620.49,2581.56,2588.83
19/10/2005,2637.46,2637.46,2587.20,2587.20
18/10/2005,2648.04,2655.39,2636.42,2637.49
17/10/2005,2643.33,2653.57,2641.82,2648.04
14/10/2005,2639.18,2651.43,2630.37,2643.30
13/10/2005,2678.56,2678.56,2635.70,2639.17
12/10/2005,2697.19,2697.19,2678.56,2678.56
11/10/2005,2692.80,2706.59,2692.34,2697.19
10/10/2005,2686.30,2702.68,2686.30,2692.78
07/10/2005,2692.04,2702.50,2683.55,2686.30
06/10/2005,2721.24,2721.24,2686.13,2692.07
05/10/2005,2754.21,2754.21,2721.29,2721.29
04/10/2005,2756.76,2756.76,2745.29,2754.22
03/10/2005,2745.79,2762.33,2745.49,2756.75
30/09/2005,2744.73,2757.74,2740.67,2745.79
29/09/2005,2752.04,2758.68,2739.60,2744.73
28/09/2005,2729.88,2752.01,2729.88,2752.01
27/09/2005,2732.41,2739.13,2727.66,2729.87
26/09/2005,2714.35,2732.95,2714.35,2732.40
23/09/2005,2701.25,2714.96,2700.67,2714.33
